"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"DEU","GDPHRWKD","TOT","IDX2015","A","2017",103.062598,
"DEU","GDPHRWKD","TOT","IDX2015","A","2018",103.118589,
"DEU","GDPHRWKD","TOT","IDX2015","A","2019",103.082289,
"DEU","GDPHRWKD","TOT","IDX2015","A","2020",102.854573,
"GRC","GDPHRWKD","TOT","IDX2015","A","1983",77.137849,
"GRC","GDPHRWKD","TOT","IDX2015","A","1984",81.601303,
"GRC","GDPHRWKD","TOT","IDX2015","A","1985",80.915206,
"GRC","GDPHRWKD","TOT","IDX2015","A","1986",81.495888,
"GRC","GDPHRWKD","TOT","IDX2015","A","1987",81.375453,
"GRC","GDPHRWKD","TOT","IDX2015","A","1988",83.9797,
"GRC","GDPHRWKD","TOT","IDX2015","A","1989",85.08403,
"GRC","GDPHRWKD","TOT","IDX2015","A","1990",84.910191,
"GRC","GDPHRWKD","TOT","IDX2015","A","1991",87.789856,
"GRC","GDPHRWKD","TOT","IDX2015","A","1992",86.002053,
"GRC","GDPHRWKD","TOT","IDX2015","A","1993",83.11897,
"GRC","GDPHRWKD","TOT","IDX2015","A","1994",84.614175,
"GRC","GDPHRWKD","TOT","IDX2015","A","1995",86.340912,
"GRC","GDPHRWKD","TOT","IDX2015","A","1996",89.365274,
"GRC","GDPHRWKD","TOT","IDX2015","A","1997",93.833776,
"GRC","GDPHRWKD","TOT","IDX2015","A","1998",93.339514,
"GRC","GDPHRWKD","TOT","IDX2015","A","1999",96.366605,
"GRC","GDPHRWKD","TOT","IDX2015","A","2000",99.668295,
"GRC","GDPHRWKD","TOT","IDX2015","A","2001",103.720804,
"GRC","GDPHRWKD","TOT","IDX2015","A","2002",105.635434,
"GRC","GDPHRWKD","TOT","IDX2015","A","2003",110.340541,
"GRC","GDPHRWKD","TOT","IDX2015","A","2004",113.649689,
"GRC","GDPHRWKD","TOT","IDX2015","A","2005",110.451676,
"GRC","GDPHRWKD","TOT","IDX2015","A","2006",115.175121,
"GRC","GDPHRWKD","TOT","IDX2015","A","2007",118.178107,
"GRC","GDPHRWKD","TOT","IDX2015","A","2008",116.584009,
"GRC","GDPHRWKD","TOT","IDX2015","A","2009",113.497678,
"GRC","GDPHRWKD","TOT","IDX2015","A","2010",113.433139,
"GRC","GDPHRWKD","TOT","IDX2015","A","2011",105.546165,
"GRC","GDPHRWKD","TOT","IDX2015","A","2012",101.253315,
"GRC","GDPHRWKD","TOT","IDX2015","A","2013",98.852434,
"GRC","GDPHRWKD","TOT","IDX2015","A","2014",97.960438,
"GRC","GDPHRWKD","TOT","IDX2015","A","2015",100,
"GRC","GDPHRWKD","TOT","IDX2015","A","2016",96.288147,
"GRC","GDPHRWKD","TOT","IDX2015","A","2017",97.322131,
"GRC","GDPHRWKD","TOT","IDX2015","A","2018",97.519649,
"GRC","GDPHRWKD","TOT","IDX2015","A","2019",98.45849,
"HUN","GDPHRWKD","TOT","IDX2015","A","1991",47.720149,
"HUN","GDPHRWKD","TOT","IDX2015","A","1992",51.650583,
"HUN","GDPHRWKD","TOT","IDX2015","A","1993",54.788453,
"HUN","GDPHRWKD","TOT","IDX2015","A","1994",53.773396,
"HUN","GDPHRWKD","TOT","IDX2015","A","1995",62.139507,"B"
"HUN","GDPHRWKD","TOT","IDX2015","A","1996",62.376168,
"HUN","GDPHRWKD","TOT","IDX2015","A","1997",63.419967,
"HUN","GDPHRWKD","TOT","IDX2015","A","1998",65.612994,
"HUN","GDPHRWKD","TOT","IDX2015","A","1999",66.066596,
"HUN","GDPHRWKD","TOT","IDX2015","A","2000",69.311082,
"HUN","GDPHRWKD","TOT","IDX2015","A","2001",73.308032,
"HUN","GDPHRWKD","TOT","IDX2015","A","2002",77.478444,
"HUN","GDPHRWKD","TOT","IDX2015","A","2003",80.283253,
"HUN","GDPHRWKD","TOT","IDX2015","A","2004",84.95711,
"HUN","GDPHRWKD","TOT","IDX2015","A","2005",90.400474,
"HUN","GDPHRWKD","TOT","IDX2015","A","2006",94.320657,
"HUN","GDPHRWKD","TOT","IDX2015","A","2007",96.629552,
"HUN","GDPHRWKD","TOT","IDX2015","A","2008",99.235821,
"HUN","GDPHRWKD","TOT","IDX2015","A","2009",96.138574,
"HUN","GDPHRWKD","TOT","IDX2015","A","2010",97.421726,"B"
"HUN","GDPHRWKD","TOT","IDX2015","A","2011",100.065515,
"HUN","GDPHRWKD","TOT","IDX2015","A","2012",98.653633,
"HUN","GDPHRWKD","TOT","IDX2015","A","2013",99.480616,
"HUN","GDPHRWKD","TOT","IDX2015","A","2014",98.31833,
"HUN","GDPHRWKD","TOT","IDX2015","A","2015",100,
"HUN","GDPHRWKD","TOT","IDX2015","A","2016",97.681491,
"HUN","GDPHRWKD","TOT","IDX2015","A","2017",100.708825,
"HUN","GDPHRWKD","TOT","IDX2015","A","2018",104.855363,
"HUN","GDPHRWKD","TOT","IDX2015","A","2019",108.734524,
"ISL","GDPHRWKD","TOT","IDX2015","A","1970",32.788646,
"ISL","GDPHRWKD","TOT","IDX2015","A","1971",36.093688,
"ISL","GDPHRWKD","TOT","IDX2015","A","1972",37.888393,
"ISL","GDPHRWKD","TOT","IDX2015","A","1973",39.756837,
"ISL","GDPHRWKD","TOT","IDX2015","A","1974",41.202741,
"ISL","GDPHRWKD","TOT","IDX2015","A","1975",41.2602,
"ISL","GDPHRWKD","TOT","IDX2015","A","1976",42.954528,
"ISL","GDPHRWKD","TOT","IDX2015","A","1977",47.682296,
"ISL","GDPHRWKD","TOT","IDX2015","A","1978",50.152957,
"ISL","GDPHRWKD","TOT","IDX2015","A","1979",52.629282,
"ISL","GDPHRWKD","TOT","IDX2015","A","1980",54.29063,
"ISL","GDPHRWKD","TOT","IDX2015","A","1981",54.00211,
"ISL","GDPHRWKD","TOT","IDX2015","A","1982",53.709916,
"ISL","GDPHRWKD","TOT","IDX2015","A","1983",52.076468,
"ISL","GDPHRWKD","TOT","IDX2015","A","1984",53.545322,
"ISL","GDPHRWKD","TOT","IDX2015","A","1985",53.395365,
"ISL","GDPHRWKD","TOT","IDX2015","A","1986",55.252146,
"ISL","GDPHRWKD","TOT","IDX2015","A","1987",56.746974,
"ISL","GDPHRWKD","TOT","IDX2015","A","1988",58.166685,
"ISL","GDPHRWKD","TOT","IDX2015","A","1989",59.335698,
"ISL","GDPHRWKD","TOT","IDX2015","A","1990",60.958036,
"ISL","GDPHRWKD","TOT","IDX2015","A","1991",60.727674,
"ISL","GDPHRWKD","TOT","IDX2015","A","1992",58.678786,
"ISL","GDPHRWKD","TOT","IDX2015","A","1993",59.049048,
"ISL","GDPHRWKD","TOT","IDX2015","A","1994",61.718117,
"ISL","GDPHRWKD","TOT","IDX2015","A","1995",60.515387,
"ISL","GDPHRWKD","TOT","IDX2015","A","1996",62.504467,
"ISL","GDPHRWKD","TOT","IDX2015","A","1997",65.130457,
"ISL","GDPHRWKD","TOT","IDX2015","A","1998",67.902527,
"ISL","GDPHRWKD","TOT","IDX2015","A","1999",68.982581,
"ISL","GDPHRWKD","TOT","IDX2015","A","2000",68.85133,
"ISL","GDPHRWKD","TOT","IDX2015","A","2001",69.989678,
"ISL","GDPHRWKD","TOT","IDX2015","A","2002",72.909238,
"ISL","GDPHRWKD","TOT","IDX2015","A","2003",75.777448,
"ISL","GDPHRWKD","TOT","IDX2015","A","2004",81.703996,
"ISL","GDPHRWKD","TOT","IDX2015","A","2005",84.381825,
"ISL","GDPHRWKD","TOT","IDX2015","A","2006",85.904595,
"ISL","GDPHRWKD","TOT","IDX2015","A","2007",90.347733,
"ISL","GDPHRWKD","TOT","IDX2015","A","2008",91.303145,
"ISL","GDPHRWKD","TOT","IDX2015","A","2009",97.143961,
"ISL","GDPHRWKD","TOT","IDX2015","A","2010",96.145908,
"ISL","GDPHRWKD","TOT","IDX2015","A","2011",96.228729,
"ISL","GDPHRWKD","TOT","IDX2015","A","2012",96.367313,
"ISL","GDPHRWKD","TOT","IDX2015","A","2013",98.391482,
"ISL","GDPHRWKD","TOT","IDX2015","A","2014",98.347418,
"ISL","GDPHRWKD","TOT","IDX2015","A","2015",100,
"ISL","GDPHRWKD","TOT","IDX2015","A","2016",101.109382,
"ISL","GDPHRWKD","TOT","IDX2015","A","2017",101.895448,
"ISL","GDPHRWKD","TOT","IDX2015","A","2018",104.169851,
"ISL","GDPHRWKD","TOT","IDX2015","A","2019",107.452697,
"IRL","GDPHRWKD","TOT","IDX2015","A","1970",17.061503,
"IRL","GDPHRWKD","TOT","IDX2015","A","1971",17.581065,
"IRL","GDPHRWKD","TOT","IDX2015","A","1972",19.121433,
"IRL","GDPHRWKD","TOT","IDX2015","A","1973",19.851273,
"IRL","GDPHRWKD","TOT","IDX2015","A","1974",20.740247,
"IRL","GDPHRWKD","TOT","IDX2015","A","1975",22.183013,
"IRL","GDPHRWKD","TOT","IDX2015","A","1976",22.751216,
"IRL","GDPHRWKD","TOT","IDX2015","A","1977",24.181615,
"IRL","GDPHRWKD","TOT","IDX2015","A","1978",25.864989,
"IRL","GDPHRWKD","TOT","IDX2015","A","1979",25.619008,
"IRL","GDPHRWKD","TOT","IDX2015","A","1980",27.145166,
"IRL","GDPHRWKD","TOT","IDX2015","A","1981",28.552919,
"IRL","GDPHRWKD","TOT","IDX2015","A","1982",29.425029,
"IRL","GDPHRWKD","TOT","IDX2015","A","1983",29.759415,
"IRL","GDPHRWKD","TOT","IDX2015","A","1984",31.914185,
"IRL","GDPHRWKD","TOT","IDX2015","A","1985",32.930711,
"IRL","GDPHRWKD","TOT","IDX2015","A","1986",32.448048,
"IRL","GDPHRWKD","TOT","IDX2015","A","1987",34.095608,
"IRL","GDPHRWKD","TOT","IDX2015","A","1988",35.717593,
"IRL","GDPHRWKD","TOT","IDX2015","A","1989",37.705908,
"IRL","GDPHRWKD","TOT","IDX2015","A","1990",39.401015,
"IRL","GDPHRWKD","TOT","IDX2015","A","1991",40.983979,
"IRL","GDPHRWKD","TOT","IDX2015","A","1992",43.038141,
"IRL","GDPHRWKD","TOT","IDX2015","A","1993",44.125195,
"IRL","GDPHRWKD","TOT","IDX2015","A","1994",45.19519,
"IRL","GDPHRWKD","TOT","IDX2015","A","1995",47.422771,
"IRL","GDPHRWKD","TOT","IDX2015","A","1996",49.317523,
"IRL","GDPHRWKD","TOT","IDX2015","A","1997",52.674367,
"IRL","GDPHRWKD","TOT","IDX2015","A","1998",53.76027,
"IRL","GDPHRWKD","TOT","IDX2015","A","1999",56.122682,
"IRL","GDPHRWKD","TOT","IDX2015","A","2000",59.050107,
"IRL","GDPHRWKD","TOT","IDX2015","A","2001",60.597014,
"IRL","GDPHRWKD","TOT","IDX2015","A","2002",63.817234,
"IRL","GDPHRWKD","TOT","IDX2015","A","2003",65.132579,
"IRL","GDPHRWKD","TOT","IDX2015","A","2004",67.681664,
"IRL","GDPHRWKD","TOT","IDX2015","A","2005",67.926278,
"IRL","GDPHRWKD","TOT","IDX2015","A","2006",68.325227,
"IRL","GDPHRWKD","TOT","IDX2015","A","2007",69.458678,
"IRL","GDPHRWKD","TOT","IDX2015","A","2008",67.558372,
"IRL","GDPHRWKD","TOT","IDX2015","A","2009",70.818697,
"IRL","GDPHRWKD","TOT","IDX2015","A","2010",79.095347,"B"
"IRL","GDPHRWKD","TOT","IDX2015","A","2011",80.596133,
"IRL","GDPHRWKD","TOT","IDX2015","A","2012",81.080678,
"IRL","GDPHRWKD","TOT","IDX2015","A","2013",79.468192,
"IRL","GDPHRWKD","TOT","IDX2015","A","2014",83.416059,
"IRL","GDPHRWKD","TOT","IDX2015","A","2015",100,
"IRL","GDPHRWKD","TOT","IDX2015","A","2016",98.76603,
"IRL","GDPHRWKD","TOT","IDX2015","A","2017",103.932323,
"IRL","GDPHRWKD","TOT","IDX2015","A","2018",108.888439,
"IRL","GDPHRWKD","TOT","IDX2015","A","2019",112.392973,
"ITA","GDPHRWKD","TOT","IDX2015","A","1970",47.548636,
"ITA","GDPHRWKD","TOT","IDX2015","A","1971",49.674261,
"ITA","GDPHRWKD","TOT","IDX2015","A","1972",52.135122,
"ITA","GDPHRWKD","TOT","IDX2015","A","1973",55.52799,
"ITA","GDPHRWKD","TOT","IDX2015","A","1974",58.602623,
"ITA","GDPHRWKD","TOT","IDX2015","A","1975",57.800069,
"ITA","GDPHRWKD","TOT","IDX2015","A","1976",61.365673,
"ITA","GDPHRWKD","TOT","IDX2015","A","1977",63.912412,
"ITA","GDPHRWKD","TOT","IDX2015","A","1978",66.11987,
"ITA","GDPHRWKD","TOT","IDX2015","A","1979",69.533705,
"ITA","GDPHRWKD","TOT","IDX2015","A","1980",70.854162,
"ITA","GDPHRWKD","TOT","IDX2015","A","1981",71.269172,
"ITA","GDPHRWKD","TOT","IDX2015","A","1982",70.983066,
"ITA","GDPHRWKD","TOT","IDX2015","A","1983",71.609984,
"ITA","GDPHRWKD","TOT","IDX2015","A","1984",74.335548,
"ITA","GDPHRWKD","TOT","IDX2015","A","1985",75.841455,
"ITA","GDPHRWKD","TOT","IDX2015","A","1986",77.127467,
"ITA","GDPHRWKD","TOT","IDX2015","A","1987",78.603139,
"ITA","GDPHRWKD","TOT","IDX2015","A","1988",80.873332,
"ITA","GDPHRWKD","TOT","IDX2015","A","1989",83.749497,
"ITA","GDPHRWKD","TOT","IDX2015","A","1990",84.556158,
"ITA","GDPHRWKD","TOT","IDX2015","A","1991",84.595277,
"ITA","GDPHRWKD","TOT","IDX2015","A","1992",85.779154,
"ITA","GDPHRWKD","TOT","IDX2015","A","1993",87.401638,
"ITA","GDPHRWKD","TOT","IDX2015","A","1994",91.072919,
"ITA","GDPHRWKD","TOT","IDX2015","A","1995",93.772882,
"ITA","GDPHRWKD","TOT","IDX2015","A","1996",93.880025,
"ITA","GDPHRWKD","TOT","IDX2015","A","1997",95.612618,
"ITA","GDPHRWKD","TOT","IDX2015","A","1998",95.678224,
"ITA","GDPHRWKD","TOT","IDX2015","A","1999",96.351086,
"ITA","GDPHRWKD","TOT","IDX2015","A","2000",99.118059,
"ITA","GDPHRWKD","TOT","IDX2015","A","2001",99.78275,
"ITA","GDPHRWKD","TOT","IDX2015","A","2002",99.00028,
"ITA","GDPHRWKD","TOT","IDX2015","A","2003",98.298734,
"ITA","GDPHRWKD","TOT","IDX2015","A","2004",99.123067,
"ITA","GDPHRWKD","TOT","IDX2015","A","2005",99.565938,
"ITA","GDPHRWKD","TOT","IDX2015","A","2006",99.346739,
"ITA","GDPHRWKD","TOT","IDX2015","A","2007",99.271227,
"ITA","GDPHRWKD","TOT","IDX2015","A","2008",98.70518,
"ITA","GDPHRWKD","TOT","IDX2015","A","2009",96.73892,
"ITA","GDPHRWKD","TOT","IDX2015","A","2010",98.938252,
"ITA","GDPHRWKD","TOT","IDX2015","A","2011",99.606174,
"ITA","GDPHRWKD","TOT","IDX2015","A","2012",99.073743,
"ITA","GDPHRWKD","TOT","IDX2015","A","2013",99.86123,
"ITA","GDPHRWKD","TOT","IDX2015","A","2014",99.940667,
"ITA","GDPHRWKD","TOT","IDX2015","A","2015",100,
"ITA","GDPHRWKD","TOT","IDX2015","A","2016",99.692606,
"ITA","GDPHRWKD","TOT","IDX2015","A","2017",100.335718,
"ITA","GDPHRWKD","TOT","IDX2015","A","2018",100.367029,
"ITA","GDPHRWKD","TOT","IDX2015","A","2019",100.455032,
"JPN","GDPHRWKD","TOT","IDX2015","A","1970",30.223096,
"JPN","GDPHRWKD","TOT","IDX2015","A","1971",31.47775,
"JPN","GDPHRWKD","TOT","IDX2015","A","1972",34.117256,
"JPN","GDPHRWKD","TOT","IDX2015","A","1973",36.485542,
"JPN","GDPHRWKD","TOT","IDX2015","A","1974",37.274584,
"JPN","GDPHRWKD","TOT","IDX2015","A","1975",38.977683,
"JPN","GDPHRWKD","TOT","IDX2015","A","1976",39.895876,
"JPN","GDPHRWKD","TOT","IDX2015","A","1977",41.134391,
"JPN","GDPHRWKD","TOT","IDX2015","A","1978",43.005898,
"JPN","GDPHRWKD","TOT","IDX2015","A","1979",44.83924,
"JPN","GDPHRWKD","TOT","IDX2015","A","1980",45.893837,
"JPN","GDPHRWKD","TOT","IDX2015","A","1981",47.802047,
"JPN","GDPHRWKD","TOT","IDX2015","A","1982",49.031752,
"JPN","GDPHRWKD","TOT","IDX2015","A","1983",50.217109,
"JPN","GDPHRWKD","TOT","IDX2015","A","1984",51.97725,
"JPN","GDPHRWKD","TOT","IDX2015","A","1985",54.792434,
"JPN","GDPHRWKD","TOT","IDX2015","A","1986",56.219708,
"JPN","GDPHRWKD","TOT","IDX2015","A","1987",58.674924,
"JPN","GDPHRWKD","TOT","IDX2015","A","1988",62.055346,
"JPN","GDPHRWKD","TOT","IDX2015","A","1989",64.806617,
"JPN","GDPHRWKD","TOT","IDX2015","A","1990",68.145479,
"JPN","GDPHRWKD","TOT","IDX2015","A","1991",70.210554,
"JPN","GDPHRWKD","TOT","IDX2015","A","1992",71.19175,
"JPN","GDPHRWKD","TOT","IDX2015","A","1993",72.77823,
"JPN","GDPHRWKD","TOT","IDX2015","A","1994",73.689022,
"JPN","GDPHRWKD","TOT","IDX2015","A","1995",76.010146,
"JPN","GDPHRWKD","TOT","IDX2015","A","1996",77.957391,
"JPN","GDPHRWKD","TOT","IDX2015","A","1997",79.366062,
"JPN","GDPHRWKD","TOT","IDX2015","A","1998",80.370655,
"JPN","GDPHRWKD","TOT","IDX2015","A","1999",82.694024,
"JPN","GDPHRWKD","TOT","IDX2015","A","2000",85.098539,
"JPN","GDPHRWKD","TOT","IDX2015","A","2001",86.326901,
"JPN","GDPHRWKD","TOT","IDX2015","A","2002",87.984481,
"JPN","GDPHRWKD","TOT","IDX2015","A","2003",89.232463,
"JPN","GDPHRWKD","TOT","IDX2015","A","2004",91.291051,
"JPN","GDPHRWKD","TOT","IDX2015","A","2005",92.693502,
"JPN","GDPHRWKD","TOT","IDX2015","A","2006",92.886303,
"JPN","GDPHRWKD","TOT","IDX2015","A","2007",93.627862,
"JPN","GDPHRWKD","TOT","IDX2015","A","2008",93.477999,
"JPN","GDPHRWKD","TOT","IDX2015","A","2009",92.439442,
"JPN","GDPHRWKD","TOT","IDX2015","A","2010",95.459022,
"JPN","GDPHRWKD","TOT","IDX2015","A","2011",95.681711,
"JPN","GDPHRWKD","TOT","IDX2015","A","2012",96.576338,
"JPN","GDPHRWKD","TOT","IDX2015","A","2013",98.570436,
"JPN","GDPHRWKD","TOT","IDX2015","A","2014",98.64652,
"JPN","GDPHRWKD","TOT","IDX2015","A","2015",100,
"JPN","GDPHRWKD","TOT","IDX2015","A","2016",99.862104,
"JPN","GDPHRWKD","TOT","IDX2015","A","2017",101.342075,
"JPN","GDPHRWKD","TOT","IDX2015","A","2018",101.72917,
"JPN","GDPHRWKD","TOT","IDX2015","A","2019",103.707495,
"KOR","GDPHRWKD","TOT","IDX2015","A","1970",8.416278,
"KOR","GDPHRWKD","TOT","IDX2015","A","1971",9.014102,
"KOR","GDPHRWKD","TOT","IDX2015","A","1972",9.279874,
"KOR","GDPHRWKD","TOT","IDX2015","A","1973",10.133962,
"KOR","GDPHRWKD","TOT","IDX2015","A","1974",10.653736,
"KOR","GDPHRWKD","TOT","IDX2015","A","1975",11.246154,
"KOR","GDPHRWKD","TOT","IDX2015","A","1976",12.017591,
"KOR","GDPHRWKD","TOT","IDX2015","A","1977",13.1046,
"KOR","GDPHRWKD","TOT","IDX2015","A","1978",13.917446,
"KOR","GDPHRWKD","TOT","IDX2015","A","1979",14.94252,
"KOR","GDPHRWKD","TOT","IDX2015","A","1980",14.639815,
"KOR","GDPHRWKD","TOT","IDX2015","A","1981",15.234855,
"KOR","GDPHRWKD","TOT","IDX2015","A","1982",16.024178,
"KOR","GDPHRWKD","TOT","IDX2015","A","1983",17.898421,
"KOR","GDPHRWKD","TOT","IDX2015","A","1984",19.91859,
"KOR","GDPHRWKD","TOT","IDX2015","A","1985",20.883312,
"KOR","GDPHRWKD","TOT","IDX2015","A","1986",22.223001,
"KOR","GDPHRWKD","TOT","IDX2015","A","1987",24.005757,
"KOR","GDPHRWKD","TOT","IDX2015","A","1988",26.4858,
"KOR","GDPHRWKD","TOT","IDX2015","A","1989",28.270638,
"KOR","GDPHRWKD","TOT","IDX2015","A","1990",30.769746,
"KOR","GDPHRWKD","TOT","IDX2015","A","1991",33.300443,
"KOR","GDPHRWKD","TOT","IDX2015","A","1992",34.979493,
"KOR","GDPHRWKD","TOT","IDX2015","A","1993",36.708923,
"KOR","GDPHRWKD","TOT","IDX2015","A","1994",39.089553,
"KOR","GDPHRWKD","TOT","IDX2015","A","1995",41.543099,
"KOR","GDPHRWKD","TOT","IDX2015","A","1996",44.050191,
"KOR","GDPHRWKD","TOT","IDX2015","A","1997",46.959631,
"KOR","GDPHRWKD","TOT","IDX2015","A","1998",49.227633,
"KOR","GDPHRWKD","TOT","IDX2015","A","1999",53.777249,
"KOR","GDPHRWKD","TOT","IDX2015","A","2000",55.872505,
"KOR","GDPHRWKD","TOT","IDX2015","A","2001",57.749912,
"KOR","GDPHRWKD","TOT","IDX2015","A","2002",61.555051,
"KOR","GDPHRWKD","TOT","IDX2015","A","2003",64.411473,
"KOR","GDPHRWKD","TOT","IDX2015","A","2004",67.327239,
"KOR","GDPHRWKD","TOT","IDX2015","A","2005",70.49439,
"KOR","GDPHRWKD","TOT","IDX2015","A","2006",73.429329,
"KOR","GDPHRWKD","TOT","IDX2015","A","2007",78.075747,
"KOR","GDPHRWKD","TOT","IDX2015","A","2008",82.473976,
"KOR","GDPHRWKD","TOT","IDX2015","A","2009",85.326469,
"KOR","GDPHRWKD","TOT","IDX2015","A","2010",90.409766,
"KOR","GDPHRWKD","TOT","IDX2015","A","2011",93.025425,
"KOR","GDPHRWKD","TOT","IDX2015","A","2012",94.337746,
"KOR","GDPHRWKD","TOT","IDX2015","A","2013",96.456293,
"KOR","GDPHRWKD","TOT","IDX2015","A","2014",98.65271,
"KOR","GDPHRWKD","TOT","IDX2015","A","2015",100,
"KOR","GDPHRWKD","TOT","IDX2015","A","2016",102.785021,
"KOR","GDPHRWKD","TOT","IDX2015","A","2017",107.376218,
"KOR","GDPHRWKD","TOT","IDX2015","A","2018",111.478289,
"KOR","GDPHRWKD","TOT","IDX2015","A","2019",113.884244,
"LUX","GDPHRWKD","TOT","IDX2015","A","1970",44.276185,
"LUX","GDPHRWKD","TOT","IDX2015","A","1971",44.127415,
"LUX","GDPHRWKD","TOT","IDX2015","A","1972",46.32199,
"LUX","GDPHRWKD","TOT","IDX2015","A","1973",50.04857,
"LUX","GDPHRWKD","TOT","IDX2015","A","1974",51.423162,
"LUX","GDPHRWKD","TOT","IDX2015","A","1975",48.217437,
"LUX","GDPHRWKD","TOT","IDX2015","A","1976",49.038542,
"LUX","GDPHRWKD","TOT","IDX2015","A","1977",50.56209,
"LUX","GDPHRWKD","TOT","IDX2015","A","1978",53.46861,
"LUX","GDPHRWKD","TOT","IDX2015","A","1979",54.976528,
"LUX","GDPHRWKD","TOT","IDX2015","A","1980",55.583729,
"LUX","GDPHRWKD","TOT","IDX2015","A","1981",55.909236,
"LUX","GDPHRWKD","TOT","IDX2015","A","1982",57.29416,
"LUX","GDPHRWKD","TOT","IDX2015","A","1983",59.397558,
"LUX","GDPHRWKD","TOT","IDX2015","A","1984",63.240305,
"LUX","GDPHRWKD","TOT","IDX2015","A","1985",63.858982,
"LUX","GDPHRWKD","TOT","IDX2015","A","1986",68.961883,
"LUX","GDPHRWKD","TOT","IDX2015","A","1987",69.86048,
"LUX","GDPHRWKD","TOT","IDX2015","A","1988",72.662338,
"LUX","GDPHRWKD","TOT","IDX2015","A","1989",77.645732,
"LUX","GDPHRWKD","TOT","IDX2015","A","1990",78.472334,
"LUX","GDPHRWKD","TOT","IDX2015","A","1991",82.86423,
"LUX","GDPHRWKD","TOT","IDX2015","A","1992",83.183228,
"LUX","GDPHRWKD","TOT","IDX2015","A","1993",84.813478,
"LUX","GDPHRWKD","TOT","IDX2015","A","1994",86.885129,
"LUX","GDPHRWKD","TOT","IDX2015","A","1995",89.01724,
"LUX","GDPHRWKD","TOT","IDX2015","A","1996",87.583416,
"LUX","GDPHRWKD","TOT","IDX2015","A","1997",89.632528,
"LUX","GDPHRWKD","TOT","IDX2015","A","1998",91.328399,
"LUX","GDPHRWKD","TOT","IDX2015","A","1999",94.634672,
"LUX","GDPHRWKD","TOT","IDX2015","A","2000",96.641846,"B"
"LUX","GDPHRWKD","TOT","IDX2015","A","2001",94.710611,
"LUX","GDPHRWKD","TOT","IDX2015","A","2002",95.869912,
"LUX","GDPHRWKD","TOT","IDX2015","A","2003",95.772241,
"LUX","GDPHRWKD","TOT","IDX2015","A","2004",97.012861,
"LUX","GDPHRWKD","TOT","IDX2015","A","2005",99.152328,
"LUX","GDPHRWKD","TOT","IDX2015","A","2006",100.280904,
"LUX","GDPHRWKD","TOT","IDX2015","A","2007",103.143805,
"LUX","GDPHRWKD","TOT","IDX2015","A","2008",97.146461,
"LUX","GDPHRWKD","TOT","IDX2015","A","2009",95.011142,
"LUX","GDPHRWKD","TOT","IDX2015","A","2010",97.84711,
"LUX","GDPHRWKD","TOT","IDX2015","A","2011",97.550463,
"LUX","GDPHRWKD","TOT","IDX2015","A","2012",95.343628,
"LUX","GDPHRWKD","TOT","IDX2015","A","2013",97.403017,
"LUX","GDPHRWKD","TOT","IDX2015","A","2014",98.824689,
"LUX","GDPHRWKD","TOT","IDX2015","A","2015",100,
"LUX","GDPHRWKD","TOT","IDX2015","A","2016",101.594367,
"LUX","GDPHRWKD","TOT","IDX2015","A","2017",100.446278,
"LUX","GDPHRWKD","TOT","IDX2015","A","2018",99.860746,
"LUX","GDPHRWKD","TOT","IDX2015","A","2019",98.590731,
"MEX","GDPHRWKD","TOT","IDX2015","A","1991",96.053998,
"MEX","GDPHRWKD","TOT","IDX2015","A","1992",96.551006,
"MEX","GDPHRWKD","TOT","IDX2015","A","1993",96.166471,
"MEX","GDPHRWKD","TOT","IDX2015","A","1994",95.95596,
"MEX","GDPHRWKD","TOT","IDX2015","A","1995",90.027996,
"MEX","GDPHRWKD","TOT","IDX2015","A","1996",91.045571,
"MEX","GDPHRWKD","TOT","IDX2015","A","1997",89.992028,
"MEX","GDPHRWKD","TOT","IDX2015","A","1998",95.292505,
"MEX","GDPHRWKD","TOT","IDX2015","A","1999",93.599082,
"MEX","GDPHRWKD","TOT","IDX2015","A","2000",99.106892,
"MEX","GDPHRWKD","TOT","IDX2015","A","2001",99.778425,
"MEX","GDPHRWKD","TOT","IDX2015","A","2002",95.225658,
"MEX","GDPHRWKD","TOT","IDX2015","A","2003",98.204479,
"MEX","GDPHRWKD","TOT","IDX2015","A","2004",99.55538,
"MEX","GDPHRWKD","TOT","IDX2015","A","2005",98.186885,
"MEX","GDPHRWKD","TOT","IDX2015","A","2006",101.377377,
"MEX","GDPHRWKD","TOT","IDX2015","A","2007",102.765264,
"MEX","GDPHRWKD","TOT","IDX2015","A","2008",99.374736,
"MEX","GDPHRWKD","TOT","IDX2015","A","2009",99.354633,
"MEX","GDPHRWKD","TOT","IDX2015","A","2010",94.410564,"B"
"MEX","GDPHRWKD","TOT","IDX2015","A","2011",97.059314,
"MEX","GDPHRWKD","TOT","IDX2015","A","2012",97.42327,
"MEX","GDPHRWKD","TOT","IDX2015","A","2013",96.95703,
"MEX","GDPHRWKD","TOT","IDX2015","A","2014",99.433603,"E"
"MEX","GDPHRWKD","TOT","IDX2015","A","2015",100,"E"
"MEX","GDPHRWKD","TOT","IDX2015","A","2016",100.392871,"E"
"MEX","GDPHRWKD","TOT","IDX2015","A","2017",100.9591,"E"
"MEX","GDPHRWKD","TOT","IDX2015","A","2018",100.477121,"E"
